0,1000
0.23813,1132.7
0.51806,1203
0.82014,1245.7
1.1349,1274.7
1.4576,1294.2
1.7856,1306.8
2.1161,1314.7
2.4469,1319.3
2.7751,1322.1
3.0989,1323.9
3.4177,1325
3.7315,1325.6
4.0386,1326.7
4.3389,1328.4
4.6329,1330.5
4.921,1332.8
5.2025,1335.4
5.477,1338.5
5.7448,1341.7
6.0064,1345
6.2621,1348.4
6.5112,1352.2
6.7541,1356.6
6.9911,1361.2
7.2227,1365.9
7.4492,1370.7
7.6708,1375.4
7.887,1380.6
8.098,1386.2
8.3043,1392
8.5062,1397.7
8.704,1403.5
8.8978,1409.2
9.0879,1414.7
9.2741,1420.2
9.4563,1426
9.6347,1431.8
9.8097,1437.7
9.9812,1443.5
10.15,1449.2
10.315,1454.8
10.477,1460.3
10.655,1425.3
10.82,1403
10.978,1389.3
11.13,1381.1
11.277,1376.6
11.422,1374.2
11.564,1373.4
11.705,1373.4
11.844,1374.1
11.981,1375.1
12.117,1376.4
12.252,1377.9
12.385,1379.4
12.518,1380.9
12.649,1382.5
12.78,1384.3
12.909,1386.3
13.037,1388.4
13.163,1390.5
13.289,1392.7
13.414,1394.9
13.537,1397.1
13.66,1399.3
13.782,1401.5
13.903,1403.7
14.022,1405.8
14.141,1407.9
14.259,1410
14.376,1412
14.493,1414.1
14.608,1416.1
14.722,1418.1
14.836,1420
14.949,1422
15.061,1423.9
15.172,1425.8
15.282,1427.7
15.391,1429.8
15.5,1431.9
15.607,1434
15.714,1436.2
15.82,1438.4
15.925,1440.5
16.029,1442.7
16.133,1444.8
16.236,1446.9
16.338,1449
16.439,1451.1
16.54,1453.1
16.64,1455.2
16.739,1457.2
16.837,1459.1
16.935,1461.1
17.032,1463.1
17.129,1465
17.225,1466.9
17.32,1468.8
17.414,1470.6
17.508,1472.5
17.601,1474.3
17.694,1476.1
17.786,1477.9
17.877,1479.7
17.968,1481.4
18.056,1459.9
18.126,1384.1
18.175,1330.8
18.21,1303.7
18.238,1290.3
18.262,1284.5
18.283,1282
18.304,1281.2
18.324,1281.2
18.344,1281.7
18.364,1282.5
18.384,1283.3
18.403,1284.2
18.423,1285.2
18.442,1286.2
18.461,1287.1
18.481,1288.1
18.5,1289.1
18.519,1290.1
18.538,1291
18.558,1292
18.577,1293
18.596,1294
18.615,1294.9
18.634,1295.9
18.653,1296.8
18.671,1297.8
18.69,1298.7
18.709,1299.7
18.728,1300.6
18.746,1301.6
18.765,1302.5
18.783,1303.4
18.802,1304.4
18.82,1305.3
18.839,1306.2
18.857,1307.2
18.875,1308.1
18.894,1309
18.912,1309.9
18.93,1310.8
18.948,1311.7
18.966,1312.6
18.984,1313.5
19.002,1314.4
19.02,1315.3
19.038,1316.2
19.056,1317.1
19.074,1318
19.092,1318.8
19.11,1319.7
19.127,1320.6
19.145,1321.5
19.162,1322.3
19.18,1323.2
19.198,1324.1
19.215,1324.9
19.232,1325.8
19.25,1326.6
19.267,1327.5
19.285,1328.4
19.302,1329.2
19.319,1330
19.336,1330.9
19.353,1331.7
19.37,1332.6
19.387,1333.4
19.404,1334.2
19.421,1335
19.438,1335.9
19.455,1336.7
19.472,1337.5
19.489,1338.3
19.506,1339.1
19.522,1340
19.539,1340.8
19.556,1341.6
19.572,1342.4
19.589,1343.2
19.605,1344
19.622,1344.8
19.638,1345.6
